sample	samples	MRPS16	primary disease or tissue	_primary_site
GTEX-1399T-0011-R1b-SM-5DUWN	GTEX-1399T-0011-R1b-SM-5DUWN	10.47	Brain - Hippocampus	Brain
GTEX-P44G-0011-R1A-SM-2I3FE	GTEX-P44G-0011-R1A-SM-2I3FE	10.47	Brain - Hippocampus	Brain
GTEX-ZV68-0011-R2a-SM-4YCDK	GTEX-ZV68-0011-R2a-SM-4YCDK	10.47	Brain - Substantia Nigra	Brain
GTEX-QVJO-0011-R10A-SM-2S1QJ	GTEX-QVJO-0011-R10A-SM-2S1QJ	10.47	Brain - Frontal Cortex (Ba9)	Brain
GTEX-12WS9-0011-R5b-SM-5P9EV	GTEX-12WS9-0011-R5b-SM-5P9EV	10.47	Brain - Caudate (Basal Ganglia)	Brain
GTEX-XMD1-0011-R5A-SM-4AT47	GTEX-XMD1-0011-R5A-SM-4AT47	10.47	Brain - Caudate (Basal Ganglia)	Brain
GTEX-12WSF-0011-R6b-SM-5HL8W	GTEX-12WSF-0011-R6b-SM-5HL8W	10.47	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-RU72-0011-R7A-SM-2TF5U	GTEX-RU72-0011-R7A-SM-2TF5U	10.47	Brain - Putamen (Basal Ganglia)	Brain
GTEX-OHPN-0011-R8A-SM-33HBT	GTEX-OHPN-0011-R8A-SM-33HBT	10.47	Brain - Hypothalamus	Brain
TCGA-12-3653-01	TCGA-12-3653-01	10.47	Glioblastoma Multiforme	Brain
GTEX-ZE7O-3126-SM-5HL5X	GTEX-ZE7O-3126-SM-5HL5X	10.46	Brain - Cortex	Brain
GTEX-13NYS-0011-R1b-SM-5MR55	GTEX-13NYS-0011-R1b-SM-5MR55	10.46	Brain - Hippocampus	Brain
GTEX-13SLW-0011-R3b-SM-5SI6Y	GTEX-13SLW-0011-R3b-SM-5SI6Y	10.46	Brain - Anterior Cingulate Cortex (Ba24)	Brain
GTEX-12ZZX-0011-R5a-SM-5HL89	GTEX-12ZZX-0011-R5a-SM-5HL89	10.46	Brain - Caudate (Basal Ganglia)	Brain
GTEX-13OVL-0011-R5b-SM-5L3FU	GTEX-13OVL-0011-R5b-SM-5L3FU	10.46	Brain - Caudate (Basal Ganglia)	Brain
GTEX-XOTO-0011-R5A-SM-4B657	GTEX-XOTO-0011-R5A-SM-4B657	10.46	Brain - Caudate (Basal Ganglia)	Brain
GTEX-13SLX-0011-R6a-SM-5PNX4	GTEX-13SLX-0011-R6a-SM-5PNX4	10.46	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-12ZZX-0011-R7b-SM-5DUVV	GTEX-12ZZX-0011-R7b-SM-5DUVV	10.46	Brain - Putamen (Basal Ganglia)	Brain
GTEX-13N2G-0011-R9b-SM-5MR4E	GTEX-13N2G-0011-R9b-SM-5MR4E	10.46	Brain - Spinal Cord (Cervical C-1)	Brain
GTEX-NPJ7-0011-R4a-SM-2I3GJ	GTEX-NPJ7-0011-R4a-SM-2I3GJ	10.46	Brain - Amygdala	Brain
GTEX-X4EP-0011-R4B-SM-3P627	GTEX-X4EP-0011-R4B-SM-3P627	10.46	Brain - Amygdala	Brain
TCGA-06-0158-01	TCGA-06-0158-01	10.46	Glioblastoma Multiforme	Brain
TCGA-06-0878-01	TCGA-06-0878-01	10.46	Glioblastoma Multiforme	Brain
TCGA-15-1444-01	TCGA-15-1444-01	10.46	Glioblastoma Multiforme	Brain
GTEX-11EI6-3026-SM-5GZZO	GTEX-11EI6-3026-SM-5GZZO	10.45	Brain - Cortex	Brain
GTEX-13OW6-0011-R1a-SM-5L3HQ	GTEX-13OW6-0011-R1a-SM-5L3HQ	10.45	Brain - Hippocampus	Brain
GTEX-13OW7-0011-R1b-SM-5L3HF	GTEX-13OW7-0011-R1b-SM-5L3HF	10.45	Brain - Hippocampus	Brain
GTEX-XOTO-0011-R1B-SM-4B65C	GTEX-XOTO-0011-R1B-SM-4B65C	10.45	Brain - Hippocampus	Brain
GTEX-11UD1-0011-R2b-SM-5BC6O	GTEX-11UD1-0011-R2b-SM-5BC6O	10.45	Brain - Substantia Nigra	Brain
GTEX-RU72-0011-R2A-SM-2TF6O	GTEX-RU72-0011-R2A-SM-2TF6O	10.45	Brain - Substantia Nigra	Brain
GTEX-11ZTS-0011-R3a-SM-5BC78	GTEX-11ZTS-0011-R3a-SM-5BC78	10.45	Brain - Anterior Cingulate Cortex (Ba24)	Brain
GTEX-13PLJ-0011-R3a-SM-5O9DT	GTEX-13PLJ-0011-R3a-SM-5O9DT	10.45	Brain - Anterior Cingulate Cortex (Ba24)	Brain
GTEX-131XW-0011-R10a-SM-5DUVA	GTEX-131XW-0011-R10a-SM-5DUVA	10.45	Brain - Frontal Cortex (Ba9)	Brain
GTEX-145LU-0011-R10a-SM-5PNWJ	GTEX-145LU-0011-R10a-SM-5PNWJ	10.45	Brain - Frontal Cortex (Ba9)	Brain
GTEX-N7MT-0011-R10A-SM-2I3E1	GTEX-N7MT-0011-R10A-SM-2I3E1	10.45	Brain - Frontal Cortex (Ba9)	Brain
GTEX-12ZZW-0011-R6a-SM-5DUVZ	GTEX-12ZZW-0011-R6a-SM-5DUVZ	10.45	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-12ZZX-0011-R6a-SM-5HL8L	GTEX-12ZZX-0011-R6a-SM-5HL8L	10.45	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-131XW-0011-R6b-SM-5K7XY	GTEX-131XW-0011-R6b-SM-5K7XY	10.45	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-QVUS-0011-R6A-SM-3GACX	GTEX-QVUS-0011-R6A-SM-3GACX	10.45	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-WVLH-0011-R6A-SM-3MJFZ	GTEX-WVLH-0011-R6A-SM-3MJFZ	10.45	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-Y8DK-0011-R6A-SM-4V6EG	GTEX-Y8DK-0011-R6A-SM-4V6EG	10.45	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-13PVQ-0011-R7a-SM-5L3G3	GTEX-13PVQ-0011-R7a-SM-5L3G3	10.45	Brain - Putamen (Basal Ganglia)	Brain
GTEX-11WQC-0011-R8b-SM-57WCH	GTEX-11WQC-0011-R8b-SM-57WCH	10.45	Brain - Hypothalamus	Brain
GTEX-RU72-0011-R8A-SM-2TF61	GTEX-RU72-0011-R8A-SM-2TF61	10.45	Brain - Hypothalamus	Brain
GTEX-NPJ8-0011-R9a-SM-2YUN5	GTEX-NPJ8-0011-R9a-SM-2YUN5	10.45	Brain - Spinal Cord (Cervical C-1)	Brain
TCGA-06-0125-01	TCGA-06-0125-01	10.45	Glioblastoma Multiforme	Brain
TCGA-06-0187-01	TCGA-06-0187-01	10.45	Glioblastoma Multiforme	Brain
TCGA-06-2565-01	TCGA-06-2565-01	10.45	Glioblastoma Multiforme	Brain
GTEX-12ZZY-3026-SM-5GCOU	GTEX-12ZZY-3026-SM-5GCOU	10.44	Brain - Cortex	Brain
GTEX-145MG-3026-SM-5RQJA	GTEX-145MG-3026-SM-5RQJA	10.44	Brain - Cortex	Brain
GTEX-WL46-0011-R2A-SM-3LK6O	GTEX-WL46-0011-R2A-SM-3LK6O	10.44	Brain - Substantia Nigra	Brain
GTEX-11WQC-0011-R5a-SM-5BC74	GTEX-11WQC-0011-R5a-SM-5BC74	10.44	Brain - Caudate (Basal Ganglia)	Brain
GTEX-13FLV-0011-R5a-SM-5LZWT	GTEX-13FLV-0011-R5a-SM-5LZWT	10.44	Brain - Caudate (Basal Ganglia)	Brain
GTEX-13SLX-0011-R5a-SM-5O9BV	GTEX-13SLX-0011-R5a-SM-5O9BV	10.44	Brain - Caudate (Basal Ganglia)	Brain
GTEX-ZE9C-0011-R5a-SM-5EGLO	GTEX-ZE9C-0011-R5a-SM-5EGLO	10.44	Brain - Caudate (Basal Ganglia)	Brain
GTEX-144GO-0011-R6b-SM-5S2V7	GTEX-144GO-0011-R6b-SM-5S2V7	10.44	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-11OF3-0011-R7a-SM-57WCG	GTEX-11OF3-0011-R7a-SM-57WCG	10.44	Brain - Putamen (Basal Ganglia)	Brain
GTEX-13FLW-0011-R7b-SM-5L3EZ	GTEX-13FLW-0011-R7b-SM-5L3EZ	10.44	Brain - Putamen (Basal Ganglia)	Brain
GTEX-13G51-0011-R7b-SM-5LZXG	GTEX-13G51-0011-R7b-SM-5LZXG	10.44	Brain - Putamen (Basal Ganglia)	Brain
GTEX-13X6I-0011-R7b-SM-5PNWP	GTEX-13X6I-0011-R7b-SM-5PNWP	10.44	Brain - Putamen (Basal Ganglia)	Brain
GTEX-ZVZQ-0011-R7b-SM-57WBB	GTEX-ZVZQ-0011-R7b-SM-57WBB	10.44	Brain - Putamen (Basal Ganglia)	Brain
GTEX-11ONC-0011-R8b-SM-5NQ87	GTEX-11ONC-0011-R8b-SM-5NQ87	10.44	Brain - Hypothalamus	Brain
GTEX-NPJ8-0011-R8a-SM-2HMLG	GTEX-NPJ8-0011-R8a-SM-2HMLG	10.44	Brain - Hypothalamus	Brain
GTEX-R55F-0011-R8A-SM-2TF4F	GTEX-R55F-0011-R8A-SM-2TF4F	10.44	Brain - Hypothalamus	Brain
GTEX-131YS-0011-R4a-SM-5DUVL	GTEX-131YS-0011-R4a-SM-5DUVL	10.44	Brain - Amygdala	Brain
GTEX-13O3O-0011-R4b-SM-5KM3F	GTEX-13O3O-0011-R4b-SM-5KM3F	10.44	Brain - Amygdala	Brain
GTEX-14BIM-0011-R4b-SM-5S2RK	GTEX-14BIM-0011-R4b-SM-5S2RK	10.44	Brain - Amygdala	Brain
TCGA-DU-6402-01	TCGA-DU-6402-01	10.44	Brain Lower Grade Glioma	Brain
GTEX-13QIC-2926-SM-5J2NF	GTEX-13QIC-2926-SM-5J2NF	10.43	Brain - Cortex	Brain
GTEX-14ASI-0011-R1b-SM-5S2TY	GTEX-14ASI-0011-R1b-SM-5S2TY	10.43	Brain - Hippocampus	Brain
GTEX-T6MN-0011-R2A-SM-32QOW	GTEX-T6MN-0011-R2A-SM-32QOW	10.43	Brain - Substantia Nigra	Brain
GTEX-RVPV-0011-R3A-SM-2TF63	GTEX-RVPV-0011-R3A-SM-2TF63	10.43	Brain - Anterior Cingulate Cortex (Ba24)	Brain
GTEX-11WQC-0011-R10a-SM-57WCT	GTEX-11WQC-0011-R10a-SM-57WCT	10.43	Brain - Frontal Cortex (Ba9)	Brain
GTEX-13JVG-0011-R10b-SM-5KM2P	GTEX-13JVG-0011-R10b-SM-5KM2P	10.43	Brain - Frontal Cortex (Ba9)	Brain
GTEX-13NZA-0011-R10b-SM-5KM54	GTEX-13NZA-0011-R10b-SM-5KM54	10.43	Brain - Frontal Cortex (Ba9)	Brain
GTEX-ZXG5-0011-R10a-SM-57WDD	GTEX-ZXG5-0011-R10a-SM-57WDD	10.43	Brain - Frontal Cortex (Ba9)	Brain
GTEX-13OVJ-0011-R11a-SM-5P9H8	GTEX-13OVJ-0011-R11a-SM-5P9H8	10.43	Brain - Cerebellar Hemisphere	Brain
GTEX-13X6I-0011-R5a-SM-5PNWW	GTEX-13X6I-0011-R5a-SM-5PNWW	10.43	Brain - Caudate (Basal Ganglia)	Brain
GTEX-12WSC-0011-R7b-SM-5LU9L	GTEX-12WSC-0011-R7b-SM-5LU9L	10.43	Brain - Putamen (Basal Ganglia)	Brain
GTEX-12WSD-0011-R7b-SM-5PNWE	GTEX-12WSD-0011-R7b-SM-5PNWE	10.43	Brain - Putamen (Basal Ganglia)	Brain
GTEX-12ZZW-0011-R7a-SM-5DUWC	GTEX-12ZZW-0011-R7a-SM-5DUWC	10.43	Brain - Putamen (Basal Ganglia)	Brain
GTEX-R55E-0011-R7A-SM-2TC5Z	GTEX-R55E-0011-R7A-SM-2TC5Z	10.43	Brain - Putamen (Basal Ganglia)	Brain
GTEX-1445S-0011-R4a-SM-5PNWN	GTEX-1445S-0011-R4a-SM-5PNWN	10.43	Brain - Amygdala	Brain
TCGA-06-2559-01	TCGA-06-2559-01	10.43	Glioblastoma Multiforme	Brain
TCGA-14-1034-01	TCGA-14-1034-01	10.43	Glioblastoma Multiforme	Brain
GTEX-13OVJ-2726-SM-5IJG6	GTEX-13OVJ-2726-SM-5IJG6	10.42	Brain - Cerebellum	Brain
GTEX-TSE9-0011-R1A-SM-3DB7E	GTEX-TSE9-0011-R1A-SM-3DB7E	10.42	Brain - Hippocampus	Brain
GTEX-XLM4-0011-R2B-SM-4AT5Z	GTEX-XLM4-0011-R2B-SM-4AT5Z	10.42	Brain - Substantia Nigra	Brain
GTEX-13OVH-0011-R3a-SM-5KM49	GTEX-13OVH-0011-R3a-SM-5KM49	10.42	Brain - Anterior Cingulate Cortex (Ba24)	Brain
GTEX-N7MT-0011-R3a-SM-2I3GC	GTEX-N7MT-0011-R3a-SM-2I3GC	10.42	Brain - Anterior Cingulate Cortex (Ba24)	Brain
GTEX-11GSP-0011-R10a-SM-5NQ7J	GTEX-11GSP-0011-R10a-SM-5NQ7J	10.42	Brain - Frontal Cortex (Ba9)	Brain
GTEX-12ZZZ-0011-R5a-SM-5EQ4M	GTEX-12ZZZ-0011-R5a-SM-5EQ4M	10.42	Brain - Caudate (Basal Ganglia)	Brain
GTEX-S7SE-0011-R5A-SM-2XCDA	GTEX-S7SE-0011-R5A-SM-2XCDA	10.42	Brain - Caudate (Basal Ganglia)	Brain
GTEX-WZTO-0011-R5B-SM-3NMC5	GTEX-WZTO-0011-R5B-SM-3NMC5	10.42	Brain - Caudate (Basal Ganglia)	Brain
GTEX-ZE7O-0011-R5a-SM-57WBO	GTEX-ZE7O-0011-R5a-SM-57WBO	10.42	Brain - Caudate (Basal Ganglia)	Brain
GTEX-12ZZZ-0011-R6b-SM-5EQ5B	GTEX-12ZZZ-0011-R6b-SM-5EQ5B	10.42	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-13FLV-0011-R6a-SM-5KLZ4	GTEX-13FLV-0011-R6a-SM-5KLZ4	10.42	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-13RTJ-0011-R7b-SM-5P9JS	GTEX-13RTJ-0011-R7b-SM-5P9JS	10.42	Brain - Putamen (Basal Ganglia)	Brain
GTEX-147GR-0011-R7a-SM-5S2RP	GTEX-147GR-0011-R7a-SM-5S2RP	10.42	Brain - Putamen (Basal Ganglia)	Brain
GTEX-11WQK-0011-R8a-SM-5BC7C	GTEX-11WQK-0011-R8a-SM-5BC7C	10.42	Brain - Hypothalamus	Brain
GTEX-13CZV-0011-R4b-SM-5J2NY	GTEX-13CZV-0011-R4b-SM-5J2NY	10.42	Brain - Amygdala	Brain
TCGA-CS-4941-01	TCGA-CS-4941-01	10.42	Brain Lower Grade Glioma	Brain
TCGA-CS-6188-01	TCGA-CS-6188-01	10.42	Brain Lower Grade Glioma	Brain
TCGA-DU-6406-01	TCGA-DU-6406-01	10.42	Brain Lower Grade Glioma	Brain
TCGA-DU-7006-01	TCGA-DU-7006-01	10.42	Brain Lower Grade Glioma	Brain
TCGA-DU-A7TD-01	TCGA-DU-A7TD-01	10.42	Brain Lower Grade Glioma	Brain
TCGA-14-0781-01	TCGA-14-0781-01	10.42	Glioblastoma Multiforme	Brain
GTEX-11GS4-3126-SM-5A5LH	GTEX-11GS4-3126-SM-5A5LH	10.41	Brain - Cortex	Brain
GTEX-11ZU8-0011-R3a-SM-5BC6U	GTEX-11ZU8-0011-R3a-SM-5BC6U	10.41	Brain - Anterior Cingulate Cortex (Ba24)	Brain
GTEX-X585-0011-R3B-SM-46MVG	GTEX-X585-0011-R3B-SM-46MVG	10.41	Brain - Anterior Cingulate Cortex (Ba24)	Brain
GTEX-QVUS-0011-R10A-SM-3GIK3	GTEX-QVUS-0011-R10A-SM-3GIK3	10.41	Brain - Frontal Cortex (Ba9)	Brain
GTEX-WVLH-0011-R11A-SM-3MJFO	GTEX-WVLH-0011-R11A-SM-3MJFO	10.41	Brain - Cerebellar Hemisphere	Brain
GTEX-13O3O-0011-R5b-SM-5KM44	GTEX-13O3O-0011-R5b-SM-5KM44	10.41	Brain - Caudate (Basal Ganglia)	Brain
GTEX-Y8DK-0011-R5B-SM-4RTW6	GTEX-Y8DK-0011-R5B-SM-4RTW6	10.41	Brain - Caudate (Basal Ganglia)	Brain
GTEX-144GL-0011-R6a-SM-5P9HW	GTEX-144GL-0011-R6a-SM-5P9HW	10.41	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-N7MT-0011-R6a-SM-2I3G3	GTEX-N7MT-0011-R6a-SM-2I3G3	10.41	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-T6MN-0011-R6A-SM-32QP8	GTEX-T6MN-0011-R6A-SM-32QP8	10.41	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-13QJC-0011-R7b-SM-5PNUM	GTEX-13QJC-0011-R7b-SM-5PNUM	10.41	Brain - Putamen (Basal Ganglia)	Brain
GTEX-13CZV-0011-R9a-SM-5LZXT	GTEX-13CZV-0011-R9a-SM-5LZXT	10.41	Brain - Spinal Cord (Cervical C-1)	Brain
GTEX-NPJ8-0011-R4a-SM-2HML3	GTEX-NPJ8-0011-R4a-SM-2HML3	10.41	Brain - Amygdala	Brain
TCGA-E1-A7YL-01	TCGA-E1-A7YL-01	10.41	Brain Lower Grade Glioma	Brain
TCGA-FG-A4MW-01	TCGA-FG-A4MW-01	10.41	Brain Lower Grade Glioma	Brain
TCGA-06-0125-02	TCGA-06-0125-02	10.41	Glioblastoma Multiforme	Brain
TCGA-27-1837-01	TCGA-27-1837-01	10.41	Glioblastoma Multiforme	Brain
TCGA-28-5209-01	TCGA-28-5209-01	10.41	Glioblastoma Multiforme	Brain
GTEX-WWYW-3126-SM-3NB39	GTEX-WWYW-3126-SM-3NB39	10.40	Brain - Cortex	Brain
GTEX-139TT-0011-R1a-SM-5LZVD	GTEX-139TT-0011-R1a-SM-5LZVD	10.40	Brain - Hippocampus	Brain
GTEX-1445S-0011-R2b-SM-5PNUH	GTEX-1445S-0011-R2b-SM-5PNUH	10.40	Brain - Substantia Nigra	Brain
GTEX-13JVG-0011-R3b-SM-5LZXF	GTEX-13JVG-0011-R3b-SM-5LZXF	10.40	Brain - Anterior Cingulate Cortex (Ba24)	Brain
GTEX-13OW6-0011-R7b-SM-5L3H4	GTEX-13OW6-0011-R7b-SM-5L3H4	10.40	Brain - Putamen (Basal Ganglia)	Brain
GTEX-ZE9C-0011-R7a-SM-4WWCX	GTEX-ZE9C-0011-R7a-SM-4WWCX	10.40	Brain - Putamen (Basal Ganglia)	Brain
GTEX-XLM4-0011-R9A-SM-4AT45	GTEX-XLM4-0011-R9A-SM-4AT45	10.40	Brain - Spinal Cord (Cervical C-1)	Brain
TCGA-HT-A5RA-01	TCGA-HT-A5RA-01	10.40	Brain Lower Grade Glioma	Brain
GTEX-11ZUS-2826-SM-5EQKW	GTEX-11ZUS-2826-SM-5EQKW	10.39	Brain - Cerebellum	Brain
GTEX-ZDXO-0011-R2b-SM-4WKFG	GTEX-ZDXO-0011-R2b-SM-4WKFG	10.39	Brain - Substantia Nigra	Brain
GTEX-11UD1-0011-R3a-SM-5BC6S	GTEX-11UD1-0011-R3a-SM-5BC6S	10.39	Brain - Anterior Cingulate Cortex (Ba24)	Brain
GTEX-13SLW-0011-R10a-SM-5S2UI	GTEX-13SLW-0011-R10a-SM-5S2UI	10.39	Brain - Frontal Cortex (Ba9)	Brain
GTEX-12ZZW-0011-R5a-SM-5DUVN	GTEX-12ZZW-0011-R5a-SM-5DUVN	10.39	Brain - Caudate (Basal Ganglia)	Brain
GTEX-RNOR-0011-R5A-SM-2TF4J	GTEX-RNOR-0011-R5A-SM-2TF4J	10.39	Brain - Caudate (Basal Ganglia)	Brain
GTEX-RU72-0011-R5A-SM-2TF6U	GTEX-RU72-0011-R5A-SM-2TF6U	10.39	Brain - Caudate (Basal Ganglia)	Brain
GTEX-139TT-0011-R7b-SM-5J2MN	GTEX-139TT-0011-R7b-SM-5J2MN	10.39	Brain - Putamen (Basal Ganglia)	Brain
GTEX-P44G-0011-R4A-SM-2I3FB	GTEX-P44G-0011-R4A-SM-2I3FB	10.39	Brain - Amygdala	Brain
GTEX-ZVZQ-0011-R4b-SM-57WCZ	GTEX-ZVZQ-0011-R4b-SM-57WCZ	10.39	Brain - Amygdala	Brain
TCGA-S9-A6U0-01	TCGA-S9-A6U0-01	10.39	Brain Lower Grade Glioma	Brain
TCGA-41-5651-01	TCGA-41-5651-01	10.39	Glioblastoma Multiforme	Brain
GTEX-12WSE-0011-R1b-SM-5GU4V	GTEX-12WSE-0011-R1b-SM-5GU4V	10.38	Brain - Hippocampus	Brain
GTEX-YFC4-0011-R1a-SM-4V6EH	GTEX-YFC4-0011-R1a-SM-4V6EH	10.38	Brain - Hippocampus	Brain
GTEX-13112-0011-R5b-SM-5DUV8	GTEX-13112-0011-R5b-SM-5DUV8	10.38	Brain - Caudate (Basal Ganglia)	Brain
GTEX-QMR6-0011-R5A-SM-32PKT	GTEX-QMR6-0011-R5A-SM-32PKT	10.38	Brain - Caudate (Basal Ganglia)	Brain
GTEX-R55E-0011-R5A-SM-2TC5N	GTEX-R55E-0011-R5A-SM-2TC5N	10.38	Brain - Caudate (Basal Ganglia)	Brain
GTEX-ZV68-0011-R5a-SM-4YCDW	GTEX-ZV68-0011-R5a-SM-4YCDW	10.38	Brain - Caudate (Basal Ganglia)	Brain
GTEX-13PL6-0011-R6a-SM-5O9C5	GTEX-13PL6-0011-R6a-SM-5O9C5	10.38	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-NPJ8-0011-R6a-SM-2HMKB	GTEX-NPJ8-0011-R6a-SM-2HMKB	10.38	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-ZVZQ-0011-R6b-SM-57WAY	GTEX-ZVZQ-0011-R6b-SM-57WAY	10.38	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-P44G-0011-R7A-SM-2I3F9	GTEX-P44G-0011-R7A-SM-2I3F9	10.38	Brain - Putamen (Basal Ganglia)	Brain
GTEX-13QIC-0011-R1a-SM-5O9CJ	GTEX-13QIC-0011-R1a-SM-5O9CJ	10.37	Brain - Hippocampus	Brain
GTEX-PWO3-0011-R2A-SM-2S1OX	GTEX-PWO3-0011-R2A-SM-2S1OX	10.37	Brain - Substantia Nigra	Brain
GTEX-X4XX-0011-R2A-SM-3P623	GTEX-X4XX-0011-R2A-SM-3P623	10.37	Brain - Substantia Nigra	Brain
GTEX-12WSD-0011-R3b-SM-5LZWN	GTEX-12WSD-0011-R3b-SM-5LZWN	10.37	Brain - Anterior Cingulate Cortex (Ba24)	Brain
GTEX-13X6K-0011-R11a-SM-5P9F5	GTEX-13X6K-0011-R11a-SM-5P9F5	10.37	Brain - Cerebellar Hemisphere	Brain
GTEX-13FLW-0011-R5a-SM-5LZX6	GTEX-13FLW-0011-R5a-SM-5LZX6	10.37	Brain - Caudate (Basal Ganglia)	Brain
GTEX-12WSM-0011-R7b-SM-5EGLD	GTEX-12WSM-0011-R7b-SM-5EGLD	10.37	Brain - Putamen (Basal Ganglia)	Brain
GTEX-XOTO-0011-R7B-SM-4B64R	GTEX-XOTO-0011-R7B-SM-4B64R	10.37	Brain - Putamen (Basal Ganglia)	Brain
GTEX-N7MS-0011-R8a-SM-2YUMK	GTEX-N7MS-0011-R8a-SM-2YUMK	10.37	Brain - Hypothalamus	Brain
GTEX-X4EP-0011-R8B-SM-4QASL	GTEX-X4EP-0011-R8B-SM-4QASL	10.37	Brain - Hypothalamus	Brain
TCGA-DU-6403-01	TCGA-DU-6403-01	10.37	Brain Lower Grade Glioma	Brain
TCGA-DU-7013-01	TCGA-DU-7013-01	10.37	Brain Lower Grade Glioma	Brain
GTEX-11EMC-3226-SM-5EGKW	GTEX-11EMC-3226-SM-5EGKW	10.36	Brain - Cortex	Brain
GTEX-12ZZZ-3026-SM-5BC67	GTEX-12ZZZ-3026-SM-5BC67	10.36	Brain - Cortex	Brain
GTEX-T2IS-0011-R2A-SM-32QPF	GTEX-T2IS-0011-R2A-SM-32QPF	10.36	Brain - Substantia Nigra	Brain
GTEX-X4EP-0011-R10B-SM-4QASJ	GTEX-X4EP-0011-R10B-SM-4QASJ	10.36	Brain - Frontal Cortex (Ba9)	Brain
GTEX-11OF3-0011-R11a-SM-57WCR	GTEX-11OF3-0011-R11a-SM-57WCR	10.36	Brain - Cerebellar Hemisphere	Brain
GTEX-12ZZX-0011-R11a-SM-5DUVJ	GTEX-12ZZX-0011-R11a-SM-5DUVJ	10.36	Brain - Cerebellar Hemisphere	Brain
GTEX-11GSP-0011-R5a-SM-57WBE	GTEX-11GSP-0011-R5a-SM-57WBE	10.36	Brain - Caudate (Basal Ganglia)	Brain
GTEX-YJ89-0011-R5a-SM-4V6GM	GTEX-YJ89-0011-R5a-SM-4V6GM	10.36	Brain - Caudate (Basal Ganglia)	Brain
GTEX-ZXG5-0011-R5b-SM-57WBN	GTEX-ZXG5-0011-R5b-SM-57WBN	10.36	Brain - Caudate (Basal Ganglia)	Brain
GTEX-1445S-0011-R7b-SM-5PNUG	GTEX-1445S-0011-R7b-SM-5PNUG	10.36	Brain - Putamen (Basal Ganglia)	Brain
GTEX-X261-0011-R7A-SM-4E3JJ	GTEX-X261-0011-R7A-SM-4E3JJ	10.36	Brain - Putamen (Basal Ganglia)	Brain
GTEX-ZE9C-0011-R9a-SM-4WWCY	GTEX-ZE9C-0011-R9a-SM-4WWCY	10.36	Brain - Spinal Cord (Cervical C-1)	Brain
GTEX-13OW5-0011-R4b-SM-5L3HS	GTEX-13OW5-0011-R4b-SM-5L3HS	10.36	Brain - Amygdala	Brain
TCGA-DU-6405-01	TCGA-DU-6405-01	10.36	Brain Lower Grade Glioma	Brain
GTEX-13NYS-3126-SM-5KLYV	GTEX-13NYS-3126-SM-5KLYV	10.35	Brain - Cortex	Brain
GTEX-13OW5-0011-R1b-SM-5L3GE	GTEX-13OW5-0011-R1b-SM-5L3GE	10.35	Brain - Hippocampus	Brain
GTEX-12WS9-0011-R3a-SM-5CVNF	GTEX-12WS9-0011-R3a-SM-5CVNF	10.35	Brain - Anterior Cingulate Cortex (Ba24)	Brain
GTEX-1477Z-0011-R10b-SM-5S2RF	GTEX-1477Z-0011-R10b-SM-5S2RF	10.35	Brain - Frontal Cortex (Ba9)	Brain
GTEX-RU72-0011-R10A-SM-2TF6D	GTEX-RU72-0011-R10A-SM-2TF6D	10.35	Brain - Frontal Cortex (Ba9)	Brain
GTEX-11H98-0011-R11b-SM-5NQ6U	GTEX-11H98-0011-R11b-SM-5NQ6U	10.35	Brain - Cerebellar Hemisphere	Brain
GTEX-12WSI-0011-R11b-SM-5P9EZ	GTEX-12WSI-0011-R11b-SM-5P9EZ	10.35	Brain - Cerebellar Hemisphere	Brain
GTEX-P44G-0011-R5A-SM-2I3FA	GTEX-P44G-0011-R5A-SM-2I3FA	10.35	Brain - Caudate (Basal Ganglia)	Brain
GTEX-13112-0011-R6b-SM-5DUVK	GTEX-13112-0011-R6b-SM-5DUVK	10.35	Brain - Nucleus Accumbens (Basal Ganglia)	Brain
GTEX-139UC-0011-R7a-SM-5IJCV	GTEX-139UC-0011-R7a-SM-5IJCV	10.35	Brain - Putamen (Basal Ganglia)	Brain
GTEX-12WSF-0011-R4b-SM-5HL88	GTEX-12WSF-0011-R4b-SM-5HL88	10.35	Brain - Amygdala	Brain
TCGA-DH-5140-01	TCGA-DH-5140-01	10.35	Brain Lower Grade Glioma	Brain
